,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1983,Yaris,2017,10991,Automatic,15562,Petrol,30,58.0,1.3
1984,Yaris,2017,10790,Automatic,11071,Petrol,30,58.0,1.3
1985,Yaris,2015,10890,Automatic,40185,Hybrid,0,78.0,1.5
1986,Yaris,2017,13450,Automatic,9282,Hybrid,135,76.3,1.5
1987,Yaris,2019,17991,Automatic,5000,Hybrid,135,67.3,1.5
1989,Yaris,2013,6990,Manual,32698,Petrol,125,51.4,1.3
1990,Yaris,2019,16650,Automatic,12500,Hybrid,135,67.3,1.5
1994,Yaris,2016,12980,Automatic,14000,Hybrid,0,78.5,1.5
1995,Yaris,2016,11795,Automatic,20000,Hybrid,0,78.0,1.5
1996,Yaris,2014,8440,Automatic,19000,Petrol,30,55.0,1.3
1997,Yaris,2016,7980,Manual,32000,Petrol,30,55.0,1.3
1999,Yaris,2015,6990,Manual,23000,Petrol,30,58.0,1.3
2000,Yaris,2014,10990,Automatic,34272,Hybrid,0,78.0,1.5
2003,Yaris,2017,9250,Manual,25582,Petrol,145,58.9,1.5
2004,Yaris,2015,11990,Automatic,32265,Hybrid,0,78.0,1.5
2005,Yaris,2017,12750,Automatic,17970,Hybrid,0,78.0,1.5
2006,Yaris,2018,11295,Manual,8504,Petrol,145,58.9,1.5
2007,Yaris,2019,16795,Manual,845,Petrol,145,47.9,1.5
2008,Yaris,2019,12000,Manual,5058,Petrol,145,47.9,1.5
2009,Yaris,2019,11500,Manual,10644,Petrol,145,47.9,1.5
2010,Yaris,2019,11500,Manual,4092,Petrol,145,47.9,1.5
2011,Yaris,2019,12000,Manual,4250,Petrol,145,47.9,1.5
2012,Yaris,2018,11000,Manual,12760,Petrol,145,58.9,1.5
2013,Yaris,2019,12000,Manual,6550,Petrol,145,47.9,1.5
2014,Yaris,2017,9250,Manual,21975,Petrol,145,58.9,1.5
2015,Yaris,2016,7800,Manual,16014,Petrol,30,58.0,1.3
2017,Yaris,2016,10500,Automatic,33307,Hybrid,0,86.0,1.5
2018,Yaris,2019,11795,Manual,5000,Petrol,145,47.9,1.5
2019,Yaris,2019,12395,Manual,1494,Petrol,145,47.9,1.5
2020,Yaris,2016,12200,Automatic,10837,Other,0,78.0,1.5
2021,Yaris,2017,10900,Automatic,25092,Petrol,30,55.0,1.3
2022,Yaris,2016,11000,Automatic,34849,Petrol,0,86.0,1.5
2023,Yaris,2019,16291,Automatic,2000,Hybrid,135,76.3,1.5
2024,Yaris,2014,5900,Manual,54360,Petrol,125,51.4,1.3
2025,Yaris,2015,10100,Automatic,36799,Hybrid,0,78.0,1.5
2026,Yaris,2018,13250,Automatic,11936,Hybrid,140,76.3,1.5
2027,Yaris,2018,9900,Manual,11981,Petrol,145,58.9,1.5
2028,Yaris,2015,9500,Automatic,26986,Hybrid,0,86.0,1.5
2029,Yaris,2016,8000,Manual,21524,Petrol,30,58.0,1.3
2030,Yaris,2017,8300,Manual,23310,Petrol,30,58.0,1.3
2031,Yaris,2014,9100,Automatic,26509,Hybrid,0,86.0,1.5
2032,Yaris,2018,9100,Automatic,54775,Hybrid,135,76.3,1.5
2033,Yaris,2017,10600,Manual,5681,Petrol,150,58.9,1.5
2034,Yaris,2016,11880,Automatic,31590,Hybrid,0,78.0,1.5
2035,Yaris,2014,9440,Automatic,47352,Hybrid,0,76.3,1.5
2036,Yaris,2017,9400,Manual,22214,Petrol,30,55.0,1.3
2037,Yaris,2019,14137,Automatic,3222,Petrol,145,47.9,1.5
2038,Yaris,2017,11900,Automatic,12259,Hybrid,0,78.0,1.5
2039,Yaris,2018,9800,Manual,6533,Petrol,145,58.9,1.5
2040,Yaris,2016,9000,Automatic,49636,Hybrid,0,86.0,1.5
2041,Yaris,2016,10600,Automatic,22931,Hybrid,0,86.0,1.5
2042,Yaris,2014,11440,Automatic,20576,Hybrid,0,76.3,1.5
2043,Yaris,2014,11290,Automatic,21661,Hybrid,0,80.7,1.5
2044,Yaris,2018,11220,Manual,14410,Petrol,145,58.9,1.5
2045,Yaris,2014,6390,Manual,31683,Petrol,125,52.3,1.3
2046,Yaris,2019,12732,Automatic,2000,Petrol,145,47.9,1.5
2047,Yaris,2018,11398,Manual,10997,Petrol,145,47.1,1.5
2048,Yaris,2017,10600,Manual,21670,Petrol,150,58.9,1.5
2049,Yaris,2017,11392,Automatic,30275,Hybrid,0,86.0,1.5
2050,Yaris,2018,13495,Automatic,18918,Hybrid,135,76.3,1.5
2051,Yaris,2017,14500,Automatic,7497,Hybrid,0,78.0,1.5
2053,Yaris,2019,12995,Manual,6759,Petrol,150,47.9,1.5
2054,Yaris,2018,11500,Manual,15716,Petrol,150,58.9,1.5
2055,Yaris,2018,10495,Manual,8049,Petrol,150,65.7,1.0
2056,Yaris,2017,13495,Automatic,17729,Hybrid,140,76.3,1.5
2057,Yaris,2016,12295,Automatic,24958,Hybrid,0,78.0,1.5
2058,Yaris,2017,10998,Automatic,25613,Petrol,145,60.1,1.5
2059,Yaris,2017,11475,Manual,14494,Petrol,145,56.5,1.5
2060,Yaris,2016,11700,Automatic,29386,Hybrid,0,86.0,1.5
2061,Yaris,2016,10990,Automatic,30000,Hybrid,0,78.0,1.5
2062,Yaris,2017,10990,Automatic,25000,Petrol,150,60.1,1.5
2065,Yaris,2016,10500,Automatic,51102,Other,0,78.0,1.5
2066,Yaris,2018,12100,Automatic,26987,Hybrid,135,76.3,1.5
2069,Yaris,2015,9495,Automatic,15083,Petrol,30,58.0,1.3
2070,Yaris,2017,12250,Automatic,16618,Petrol,150,60.1,1.5
2071,Yaris,2014,10495,Automatic,30214,Hybrid,0,76.3,1.5
2072,Yaris,2017,12995,Automatic,17059,Hybrid,140,76.3,1.5
2074,Yaris,2019,13995,Automatic,1702,Petrol,145,47.9,1.5
2075,Yaris,2017,9694,Manual,8241,Petrol,30,58.0,1.3
2076,Yaris,2016,8400,Manual,26400,Petrol,30,58.0,1.3
2077,Yaris,2018,10000,Manual,22750,Petrol,145,58.9,1.5
2078,Yaris,2017,9999,Manual,1841,Petrol,145,58.9,1.5
2079,Yaris,2017,12995,Automatic,20115,Hybrid,0,78.0,1.5
2080,Yaris,2017,9895,Manual,19184,Petrol,145,58.9,1.5
2081,Yaris,2015,9995,Automatic,15260,Petrol,30,58.0,1.3
2082,Yaris,2019,15495,Automatic,5000,Hybrid,135,76.3,1.5
2083,Yaris,2017,10395,Manual,17049,Petrol,145,58.9,1.5
2084,Yaris,2019,13594,Manual,4061,Petrol,145,47.9,1.5
2085,Yaris,2016,8895,Manual,16237,Petrol,30,58.0,1.3
2086,Yaris,2018,14995,Automatic,5000,Hybrid,140,76.3,1.5
2087,Yaris,2017,10995,Automatic,39066,Petrol,150,60.1,1.5
2088,Yaris,2019,13795,Automatic,2892,Petrol,150,47.9,1.5
2089,Yaris,2017,9495,Manual,23160,Petrol,30,58.0,1.3
2090,Yaris,2018,13995,Automatic,10784,Hybrid,135,76.3,1.5
2091,Yaris,2014,7250,Manual,27734,Petrol,125,52.3,1.3
2092,Yaris,2018,13395,Automatic,23296,Hybrid,140,76.3,1.5
2093,Yaris,2017,11995,Automatic,11482,Petrol,150,60.1,1.5
2094,Yaris,2017,9695,Manual,11872,Petrol,30,58.0,1.3
2096,Yaris,2013,7249,Manual,43093,Petrol,125,51.4,1.3
2097,Yaris,2017,10495,Manual,16548,Petrol,145,58.9,1.5
2098,Yaris,2017,13994,Automatic,12834,Hybrid,0,78.0,1.5
2099,Yaris,2017,12499,Automatic,7781,Petrol,0,86.0,1.5
2100,Yaris,2013,9749,Automatic,40681,Hybrid,0,80.7,1.5
2101,Yaris,2019,15995,Automatic,26,Petrol,145,47.9,1.5
2102,Yaris,2019,15250,Automatic,3959,Hybrid,135,76.3,1.5
2104,Yaris,2014,6999,Manual,45678,Petrol,30,55.0,1.3
2105,Yaris,2013,8299,Automatic,15134,Petrol,30,55.4,1.3
2106,Yaris,2019,15250,Automatic,5395,Hybrid,135,76.3,1.5
2107,Yaris,2016,7499,Manual,30793,Petrol,0,66.0,1.0
2108,Yaris,2018,8999,Manual,27503,Petrol,145,65.7,1.0
2109,Yaris,2016,9499,Manual,19176,Petrol,30,55.0,1.3
2110,Yaris,2018,9740,Manual,19377,Petrol,145,58.9,1.5
2111,Yaris,2014,10250,Automatic,23855,Hybrid,0,76.3,1.5
2112,Yaris,2019,15250,Automatic,4126,Hybrid,135,76.3,1.5
2113,Yaris,2019,15250,Automatic,2789,Hybrid,135,76.3,1.5
2114,Yaris,2019,14995,Automatic,3385,Hybrid,135,76.3,1.5
2115,Yaris,2019,15250,Automatic,4193,Hybrid,135,76.3,1.5
2116,Yaris,2017,8995,Manual,21049,Petrol,30,58.0,1.3
2117,Yaris,2019,15251,Automatic,4144,Hybrid,135,76.3,1.5
2118,Yaris,2013,8695,Automatic,39364,Petrol,30,55.4,1.3
2119,Yaris,2014,7200,Manual,28801,Petrol,30,58.9,1.0
2120,Yaris,2019,14245,Manual,541,Petrol,150,47.9,1.5
4082,Fiesta,2017,12000,Automatic,15944,Petrol,150,57.7,1.0
4085,Fiesta,2019,17500,Manual,10460,Petrol,145,40.3,1.5
4086,Fiesta,2019,16500,Automatic,1482,Petrol,145,48.7,1.0
4087,Fiesta,2015,10500,Manual,35432,Petrol,145,47.9,1.6
4088,Fiesta,2017,9000,Manual,13054,Petrol,145,54.3,1.2
4090,Fiesta,2018,11561,Manual,18803,Petrol,145,56.5,1.0
4091,Fiesta,2017,11000,Manual,20978,Petrol,0,65.7,1.0
4092,Fiesta,2017,10999,Manual,12427,Petrol,20,62.8,1.0
4093,Fiesta,2019,12500,Manual,25521,Petrol,145,55.4,1.0
4094,Fiesta,2018,9499,Manual,20400,Petrol,145,55.4,1.1
4095,Fiesta,2017,10500,Manual,24926,Petrol,145,65.7,1.0
4096,Fiesta,2017,8995,Manual,26163,Petrol,145,65.7,1.0
4097,Fiesta,2014,6795,Manual,35299,Petrol,0,65.7,1.0
4099,Fiesta,2015,8299,Manual,25935,Petrol,0,65.7,1.0
4100,Fiesta,2018,12499,Manual,8700,Petrol,145,58.9,1.0
4101,Fiesta,2017,8699,Manual,25000,Petrol,125,54.3,1.2
4103,Fiesta,2017,8991,Manual,18561,Petrol,145,54.3,1.2
4105,Fiesta,2013,7236,Manual,39090,Petrol,0,65.7,1.0
4106,Fiesta,2018,9814,Manual,15100,Petrol,145,65.7,1.0
4107,Fiesta,2017,8788,Manual,15612,Petrol,145,65.7,1.0
4108,Fiesta,2018,12251,Manual,8920,Petrol,145,58.9,1.0
4109,Fiesta,2019,13140,Manual,7,Petrol,145,48.7,1.1
4110,Fiesta,2018,10491,Semi-Auto,43019,Petrol,145,48.7,1.0
4112,Fiesta,2019,13540,Manual,6923,Petrol,145,58.9,1.0
4114,Fiesta,2016,6000,Manual,47613,Petrol,0,65.7,1.0
4115,Fiesta,2016,6395,Manual,31562,Petrol,125,54.3,1.2
4118,Fiesta,2013,5495,Manual,51271,Petrol,30,54.3,1.2
4120,Fiesta,2013,5998,Manual,44304,Diesel,0,76.4,1.5
4121,Fiesta,2013,7490,Manual,25000,Petrol,0,65.7,1.0
4123,Fiesta,2014,6360,Manual,48653,Petrol,0,65.7,1.0
4127,Fiesta,2015,6990,Manual,29851,Diesel,0,76.4,1.5
4128,Fiesta,2015,6700,Manual,28935,Petrol,30,54.3,1.2
4129,Fiesta,2018,9498,Manual,30925,Petrol,145,65.7,1.0
4131,Fiesta,2018,13298,Manual,13756,Petrol,145,58.9,1.0
4132,Fiesta,2017,8998,Manual,21267,Petrol,145,64.2,1.1
4133,Fiesta,2019,12698,Manual,12130,Petrol,145,56.5,1.0
4134,Fiesta,2019,11998,Manual,17354,Petrol,145,56.5,1.0
4135,Fiesta,2019,13498,Manual,15822,Petrol,145,58.9,1.0
4136,Fiesta,2019,13498,Manual,10557,Petrol,145,58.9,1.0
4139,Fiesta,2017,9895,Manual,19079,Petrol,145,65.7,1.0
4140,Fiesta,2018,12995,Manual,14979,Petrol,145,58.9,1.0
4141,Fiesta,2016,8495,Manual,24410,Petrol,125,54.3,1.2
4142,Fiesta,2019,13895,Manual,13600,Petrol,145,58.9,1.0
4145,Fiesta,2016,10798,Manual,11843,Petrol,0,65.7,1.0
4146,Fiesta,2016,8998,Manual,31373,Petrol,0,65.7,1.0
4150,Fiesta,2018,9995,Manual,25776,Petrol,145,65.7,1.0
4152,Fiesta,2017,11998,Manual,6568,Petrol,145,62.8,1.0
4153,Fiesta,2015,7998,Manual,19212,Petrol,0,65.7,1.0
4154,Fiesta,2018,12495,Manual,12426,Petrol,145,65.7,1.0
4155,Fiesta,2018,11995,Manual,32168,Petrol,145,65.7,1.0
4156,Fiesta,2017,8995,Manual,31559,Petrol,145,65.7,1.0
4157,Fiesta,2016,10498,Semi-Auto,29590,Petrol,0,57.7,1.0
4163,Fiesta,2017,10498,Manual,50599,Petrol,0,65.7,1.0
4166,Fiesta,2019,13950,Manual,6700,Petrol,145,58.9,1.0
4167,Fiesta,2017,10650,Manual,31800,Petrol,150,65.7,1.0
4168,Fiesta,2016,7995,Manual,20700,Petrol,125,54.3,1.2
4170,Fiesta,2018,11995,Manual,31593,Petrol,145,65.7,1.0
4175,Fiesta,2016,7398,Manual,35180,Petrol,125,54.3,1.2
4176,Fiesta,2019,11498,Manual,17708,Petrol,145,58.9,1.0
4177,Fiesta,2019,13998,Manual,9957,Petrol,145,58.9,1.0
4183,Fiesta,2015,9495,Manual,17288,Petrol,0,65.7,1.0
4185,Fiesta,2017,11798,Manual,4262,Petrol,0,65.7,1.0
4186,Fiesta,2017,10998,Manual,10125,Petrol,145,65.7,1.0
4188,Fiesta,2017,8998,Manual,12753,Petrol,145,54.3,1.2
4191,Fiesta,2019,18998,Manual,3292,Petrol,145,40.3,1.5
4193,Fiesta,2016,8498,Manual,21888,Petrol,125,54.3,1.2
4194,Fiesta,2019,13995,Manual,11130,Petrol,145,58.9,1.0
4197,Fiesta,2019,12798,Manual,10567,Petrol,145,58.9,1.0
4198,Fiesta,2019,14698,Manual,7872,Petrol,145,58.9,1.0
4199,Fiesta,2017,9998,Manual,28519,Petrol,20,62.8,1.0
4200,Fiesta,2016,9500,Automatic,7350,Petrol,0,57.7,1.0
4202,Fiesta,2016,7998,Manual,16070,Petrol,125,54.3,1.2
4204,Fiesta,2017,10998,Manual,19140,Petrol,145,62.8,1.0
4206,Fiesta,2013,5498,Manual,53545,Petrol,30,54.3,1.2
4207,Fiesta,2017,9298,Manual,25491,Petrol,0,65.7,1.0
4208,Fiesta,2014,7298,Manual,31359,Petrol,0,65.7,1.0
4210,Fiesta,2016,8798,Manual,19815,Petrol,0,65.7,1.0
4212,Fiesta,2017,10298,Manual,9148,Petrol,145,65.7,1.0
4214,Fiesta,2017,9998,Manual,20347,Petrol,0,65.7,1.0
4215,Fiesta,2017,8998,Manual,5233,Petrol,125,54.3,1.2
4217,Fiesta,2018,12498,Manual,17918,Petrol,145,65.7,1.0
4219,Fiesta,2018,12998,Manual,9901,Petrol,150,65.7,1.0
4225,Fiesta,2017,9998,Manual,10721,Petrol,145,65.7,1.0
4226,Fiesta,2019,17498,Manual,3265,Petrol,145,58.9,1.0
4229,Fiesta,2020,17298,Manual,4563,Petrol,145,54.3,1.0
4230,Fiesta,2019,16998,Manual,12236,Petrol,145,55.4,1.0
4231,Fiesta,2013,6498,Manual,41599,Petrol,0,65.7,1.0
4234,Fiesta,2018,14498,Manual,9428,Petrol,145,62.8,1.0
4235,Fiesta,2015,8298,Manual,15673,Petrol,0,65.7,1.0
4239,Fiesta,2016,9998,Manual,16647,Petrol,0,65.7,1.0
4241,Fiesta,2017,9995,Manual,27000,Diesel,0,78.5,1.5
4242,Fiesta,2017,8498,Manual,32538,Petrol,0,65.7,1.0
4244,Fiesta,2018,9998,Manual,7892,Petrol,145,65.7,1.0
4245,Fiesta,2017,11990,Manual,24725,Petrol,145,47.9,1.6
4249,Fiesta,2019,11798,Manual,5530,Petrol,150,48.7,1.1
4250,Fiesta,2019,11798,Manual,4590,Petrol,150,48.7,1.1
4251,Fiesta,2017,8498,Manual,28479,Petrol,0,65.7,1.0
4256,Fiesta,2016,8498,Manual,23053,Petrol,125,54.3,1.2
4261,Fiesta,2016,11498,Manual,8560,Petrol,0,65.7,1.0
4265,Fiesta,2017,10998,Manual,13548,Petrol,0,65.7,1.0
4266,Fiesta,2015,8498,Manual,6649,Petrol,125,54.3,1.2
4268,Fiesta,2019,11898,Manual,3396,Petrol,150,48.7,1.1
4269,Fiesta,2019,11498,Manual,15766,Petrol,145,58.9,1.0
4270,Fiesta,2019,13298,Manual,7349,Petrol,145,58.9,1.0
4271,Fiesta,2017,9598,Manual,14403,Petrol,145,64.2,1.1
4273,Fiesta,2019,13498,Manual,13351,Petrol,145,58.9,1.0
4274,Fiesta,2016,6998,Manual,34804,Petrol,125,54.3,1.2
4275,Fiesta,2018,9949,Manual,27399,Petrol,145,64.2,1.1
4276,Fiesta,2018,9489,Manual,35417,Petrol,145,64.2,1.1
4277,Fiesta,2019,13949,Semi-Auto,11982,Petrol,145,48.7,1.0
4278,Fiesta,2018,10990,Manual,28138,Petrol,145,56.5,1.0
4280,Fiesta,2018,11489,Manual,19665,Petrol,145,60.1,1.0
4292,Fiesta,2018,10399,Manual,7200,Petrol,145,65.7,1.0
4294,Fiesta,2015,7485,Manual,11092,Petrol,125,54.3,1.2
4295,Fiesta,2017,10850,Manual,23634,Petrol,150,65.7,1.0
4296,Fiesta,2016,7999,Manual,22633,Petrol,0,65.7,1.0
4298,Fiesta,2017,8500,Manual,15060,Petrol,125,54.3,1.2
4299,Fiesta,2016,9998,Manual,18912,Petrol,0,65.7,1.0
4301,Fiesta,2017,11495,Manual,17766,Petrol,145,65.7,1.0
4302,Fiesta,2019,14698,Manual,8725,Petrol,145,58.9,1.0
4303,Fiesta,2016,9998,Manual,6820,Petrol,0,65.7,1.0
4304,Fiesta,2017,10698,Semi-Auto,11235,Petrol,0,57.7,1.0
4306,Fiesta,2019,17298,Semi-Auto,1434,Petrol,150,48.7,1.0
4310,Fiesta,2018,10498,Manual,17532,Petrol,145,65.7,1.0
4314,Fiesta,2019,13489,Semi-Auto,26799,Petrol,145,48.7,1.0
4315,Fiesta,2014,6995,Manual,35084,Petrol,0,65.7,1.0
4316,Fiesta,2018,11995,Manual,12080,Petrol,150,65.7,1.0
4317,Fiesta,2017,10498,Manual,9621,Petrol,145,65.7,1.0
4319,Fiesta,2018,11800,Manual,14024,Petrol,145,62.8,1.0
4321,Fiesta,2016,8300,Manual,43121,Petrol,0,65.7,1.0
4324,Fiesta,2017,8998,Manual,16701,Diesel,0,78.5,1.5
4325,Fiesta,2014,5698,Manual,51892,Petrol,30,54.3,1.2
4327,Fiesta,2015,7298,Manual,36700,Petrol,0,65.7,1.0
4328,Fiesta,2017,10698,Manual,16505,Petrol,0,65.7,1.0
4329,Fiesta,2019,13998,Manual,5887,Petrol,145,58.9,1.0
4331,Fiesta,2015,7895,Manual,27541,Petrol,0,65.7,1.0
4335,Fiesta,2016,10698,Manual,22141,Diesel,0,78.5,1.5
4336,Fiesta,2017,8998,Manual,20277,Petrol,0,65.7,1.0
4338,Fiesta,2017,9700,Manual,28186,Petrol,0,65.7,1.0
4342,Fiesta,2014,6250,Manual,39223,Petrol,30,54.3,1.2
4347,Fiesta,2018,10300,Manual,9542,Petrol,145,65.7,1.0
4349,Fiesta,2015,9200,Manual,21261,Petrol,0,65.7,1.0
4350,Fiesta,2016,8298,Manual,22919,Petrol,0,65.7,1.0
4354,Fiesta,2016,9698,Manual,19884,Petrol,0,65.7,1.0
4355,Fiesta,2019,13698,Manual,12232,Petrol,145,58.9,1.0
4357,Fiesta,2016,7298,Manual,31107,Petrol,125,54.3,1.2
4359,Fiesta,2018,12998,Manual,23200,Petrol,150,65.7,1.0
4362,Fiesta,2018,9490,Manual,3012,Petrol,145,55.4,1.1
4369,Fiesta,2015,7998,Manual,19001,Petrol,125,54.3,1.2
4373,Fiesta,2015,8498,Manual,19429,Petrol,0,65.7,1.0
4378,Fiesta,2016,7998,Manual,21456,Petrol,125,54.3,1.2
4379,Fiesta,2016,9998,Manual,20682,Petrol,0,65.7,1.0
4381,Fiesta,2017,10698,Manual,21041,Diesel,0,78.5,1.5
4382,Fiesta,2019,13498,Manual,9007,Petrol,145,58.9,1.0
4383,Fiesta,2016,8498,Manual,11457,Petrol,125,54.3,1.2
4384,Fiesta,2014,6298,Manual,39944,Petrol,30,54.3,1.2
4385,Fiesta,2019,11698,Manual,3578,Petrol,150,48.7,1.1
4386,Fiesta,2016,8498,Semi-Auto,31976,Petrol,145,47.9,1.6
4388,Fiesta,2018,11950,Manual,16678,Petrol,145,58.9,1.0
4389,Fiesta,2019,11395,Manual,1394,Petrol,145,55.4,1.1
4390,Fiesta,2018,10990,Manual,28138,Petrol,145,56.5,1.0
4391,Fiesta,2017,9795,Manual,4162,Diesel,0,78.5,1.5
4393,Fiesta,2018,9998,Manual,23112,Petrol,145,65.7,1.0
4394,Fiesta,2019,14998,Manual,7953,Petrol,145,60.1,1.0
4395,Fiesta,2015,8000,Manual,14422,Petrol,125,54.3,1.2
4397,Fiesta,2016,7998,Manual,21446,Petrol,125,54.3,1.2
4398,Fiesta,2019,12498,Manual,7941,Petrol,145,58.9,1.0
4400,Fiesta,2013,5298,Manual,54545,Petrol,0,65.7,1.0
4403,Fiesta,2017,8698,Manual,18775,Petrol,125,54.3,1.2
4405,Fiesta,2017,8998,Manual,20507,Petrol,125,54.3,1.2
4407,Fiesta,2019,10698,Manual,10786,Petrol,145,55.4,1.1
4409,Fiesta,2017,8698,Manual,23833,Petrol,0,65.7,1.0
4410,Fiesta,2017,11298,Manual,13775,Petrol,145,65.7,1.0
4412,Fiesta,2017,9998,Semi-Auto,16517,Petrol,145,47.9,1.6
4415,Fiesta,2017,7490,Manual,28842,Petrol,0,65.7,1.0
4416,Fiesta,2019,13698,Manual,11060,Petrol,145,58.9,1.0
4419,Fiesta,2019,14998,Manual,8263,Petrol,145,60.1,1.0
4420,Fiesta,2015,8298,Manual,13118,Petrol,0,65.7,1.0
4421,Fiesta,2016,9698,Manual,19256,Petrol,0,65.7,1.0
4422,Fiesta,2017,7798,Manual,11085,Petrol,125,54.3,1.2
4426,Fiesta,2017,11495,Manual,11476,Petrol,145,65.7,1.0
4427,Fiesta,2017,8250,Manual,32994,Petrol,145,64.2,1.1
4428,Fiesta,2019,10998,Manual,12320,Petrol,145,58.9,1.0
4429,Fiesta,2014,6698,Manual,39002,Petrol,0,65.7,1.0
4430,Fiesta,2014,6498,Manual,21284,Petrol,30,54.3,1.2
4433,Fiesta,2015,8498,Manual,10801,Petrol,125,54.3,1.2
4434,Fiesta,2015,6998,Manual,42477,Petrol,30,54.3,1.2
4435,Fiesta,2019,11698,Manual,3484,Petrol,150,48.7,1.1
4443,Fiesta,2017,10447,Automatic,8337,Petrol,145,54.3,1.0
4446,Fiesta,2013,7998,Semi-Auto,22125,Petrol,150,47.9,1.6
4450,Fiesta,2019,13898,Manual,14698,Petrol,145,58.9,1.0
4451,Fiesta,2019,13498,Manual,20388,Petrol,145,58.9,1.0
4452,Fiesta,2017,11998,Manual,8966,Petrol,145,65.7,1.0
4454,Fiesta,2019,14998,Manual,8389,Petrol,145,60.1,1.0
4458,Fiesta,2018,15698,Automatic,921,Petrol,145,49.6,1.0
4459,Fiesta,2015,6998,Manual,48938,Diesel,0,78.5,1.5
4461,Fiesta,2014,4698,Manual,52627,Petrol,30,54.3,1.2
4462,Fiesta,2019,11998,Manual,10970,Petrol,145,58.9,1.0
4464,Fiesta,2017,9298,Manual,6213,Petrol,125,54.3,1.2
4467,Fiesta,2015,6798,Manual,37313,Petrol,0,65.7,1.0
4468,Fiesta,2014,6998,Manual,33154,Petrol,30,54.3,1.2
4470,Fiesta,2019,11798,Manual,13783,Petrol,145,58.9,1.0
4471,Fiesta,2019,11698,Manual,18115,Petrol,145,58.9,1.0
4474,Fiesta,2014,7798,Manual,15412,Petrol,0,65.7,1.0
4479,Fiesta,2018,10998,Manual,10970,Petrol,145,58.9,1.0
4481,Fiesta,2019,14998,Manual,3002,Petrol,145,60.1,1.0
4483,Fiesta,2016,8998,Manual,12163,Petrol,125,54.3,1.2
4484,Fiesta,2019,14998,Manual,5721,Petrol,145,60.1,1.0
4488,Fiesta,2018,10998,Manual,16353,Petrol,145,65.7,1.0
4490,Fiesta,2015,7498,Manual,23764,Petrol,125,54.3,1.2
4492,Fiesta,2017,10798,Manual,20241,Petrol,145,65.7,1.0
4496,Fiesta,2017,11698,Manual,10500,Petrol,0,65.7,1.0
4498,Fiesta,2019,11498,Manual,6158,Petrol,150,48.7,1.1
4499,Fiesta,2017,10998,Manual,2360,Petrol,150,65.7,1.0
4501,Fiesta,2014,6998,Manual,29095,Petrol,30,54.3,1.2
4505,Fiesta,2017,11298,Manual,23358,Petrol,20,62.8,1.0
4507,Fiesta,2016,8198,Manual,23771,Petrol,0,65.7,1.0
4508,Fiesta,2017,10698,Manual,6991,Petrol,145,65.7,1.0
4510,Fiesta,2013,4998,Manual,54323,Petrol,30,54.3,1.2
4513,Fiesta,2016,7498,Manual,41271,Diesel,0,88.3,1.5
4515,Fiesta,2016,7298,Manual,20809,Petrol,125,54.3,1.2
4516,Fiesta,2018,11998,Manual,10320,Petrol,145,56.5,1.0
4518,Fiesta,2018,10698,Manual,7541,Petrol,145,55.4,1.1
4519,Fiesta,2019,14698,Manual,10032,Petrol,145,58.9,1.0
4520,Fiesta,2019,14698,Manual,8438,Petrol,145,58.9,1.0
4522,Fiesta,2016,8998,Manual,19882,Petrol,0,65.7,1.0
4523,Fiesta,2019,13998,Manual,6432,Petrol,145,58.9,1.0
4525,Fiesta,2013,5998,Manual,51348,Petrol,0,65.7,1.0
4526,Fiesta,2019,15450,Manual,5731,Petrol,145,60.1,1.0
4528,Fiesta,2014,6150,Manual,31064,Petrol,30,54.3,1.2
4529,Fiesta,2015,7324,Manual,27128,Petrol,0,65.7,1.0
4530,Fiesta,2016,8998,Manual,11813,Diesel,0,78.5,1.5
4534,Fiesta,2019,13798,Manual,9847,Petrol,145,58.9,1.0
4538,Fiesta,2019,14998,Manual,7995,Petrol,145,60.1,1.0
4539,Fiesta,2016,6998,Manual,49010,Diesel,0,78.5,1.5
4541,Fiesta,2018,12998,Semi-Auto,9917,Petrol,145,54.3,1.0
4542,Fiesta,2018,10998,Manual,16658,Petrol,145,65.7,1.0
4545,Fiesta,2018,12998,Manual,17096,Petrol,145,58.9,1.0
4546,Fiesta,2019,10298,Manual,23309,Petrol,145,55.4,1.1
4547,Fiesta,2019,12698,Manual,7942,Petrol,145,56.5,1.0
4548,Fiesta,2013,6998,Manual,15268,Petrol,30,54.3,1.2
4549,Fiesta,2019,11698,Manual,14337,Petrol,145,58.9,1.0
4550,Fiesta,2019,13998,Manual,17218,Petrol,145,58.9,1.0
4552,Fiesta,2019,11998,Manual,9501,Petrol,145,58.9,1.0
4553,Fiesta,2019,13498,Manual,10248,Petrol,145,58.9,1.0
4554,Fiesta,2017,10998,Manual,19690,Petrol,150,65.7,1.0
4558,Fiesta,2015,6798,Manual,30299,Petrol,125,54.3,1.2
4560,Fiesta,2013,5998,Manual,50052,Petrol,30,54.3,1.2
4561,Fiesta,2017,8498,Manual,6721,Petrol,125,54.3,1.2
4564,Fiesta,2019,13898,Manual,7845,Petrol,145,58.9,1.0
4568,Fiesta,2017,10598,Manual,11544,Petrol,145,65.7,1.0
4571,Fiesta,2019,11998,Manual,14358,Petrol,145,58.9,1.0
4572,Fiesta,2019,13998,Manual,7512,Petrol,145,58.9,1.0
4574,Fiesta,2015,7498,Manual,34362,Petrol,125,54.3,1.2
